Time Stamp,First Sample Time,Accel-x,Accel-y,Accel-z,Gyro-x,Gyro-y,Gyro-z,Effective Timestamp
1775063791.958273,7030.0,-153,1785,-11465,-18137,16036,-14733,1775063791.877599
1775063791.958273,7030.0,965,1737,-12440,-11398,10478,-13672,1775063791.887599
1775063791.958273,7030.0,1821,1108,-13812,-2891,7328,-16505,1775063791.897599
1775063791.958273,7030.0,1804,-556,-14558,4020,1554,-17203,1775063791.9075992
1775063791.958273,7030.0,1407,-448,-14873,6903,209,-14589,1775063791.9175992
1775063791.958273,7030.0,1309,871,-15741,9254,223,-11908,1775063791.9275992
1775063791.958273,7030.0,1842,2095,-15616,16849,-234,-12770,1775063791.9375992
1775063791.958273,7030.0,96,13,-12986,24275,787,-13882,1775063791.9475992
1775063791.958273,7030.0,-505,5,-10308,23974,-2275,-5332,1775063791.9575994
1775063793.338033,7230.0,651,524,-10576,17248,-5167,-6132,1775063791.9675994
1775063793.338033,7230.0,1312,1752,-13192,11519,-8938,-9314,1775063791.9775994
1775063793.338033,7230.0,1899,376,-15828,7463,-11382,-13867,1775063791.9875994
1775063793.338033,7230.0,1337,-975,-17191,1088,-8769,-14781,1775063791.9975994
1775063793.338033,7230.0,771,-434,-17611,392,-3985,-12757,1775063792.0075996
1775063793.338033,7230.0,461,630,-16840,2678,-4237,-6790,1775063792.0175996
1775063793.338033,7230.0,563,696,-15843,3563,-3839,-4961,1775063792.0275996
1775063793.338033,7230.0,674,172,-15327,11422,-7244,-251,1775063792.0375996
1775063793.338033,7230.0,1182,-911,-15939,17520,-11848,3044,1775063792.0475996
1775063793.338033,7230.0,1193,-1387,-17326,17332,-13309,2118,1775063792.0575998
1775063793.338033,7230.0,513,-1077,-18253,16424,-12522,2872,1775063792.0675998
1775063793.338033,7230.0,96,-326,-19379,12857,-10741,3950,1775063792.0775998
1775063793.338033,7230.0,-127,91,-19745,9847,-8519,5195,1775063792.0875998
1775063793.338033,7230.0,-294,-455,-18484,6672,-6833,6009,1775063792.0975997
1775063793.338033,7230.0,-191,-1252,-17697,2086,-4921,4924,1775063792.1076
1775063793.338033,7230.0,100,-1423,-17780,-4438,-5,963,1775063792.1176
1775063793.338033,7230.0,257,-1026,-19061,-11936,3936,-2306,1775063792.1276
1775063793.338033,7230.0,232,-963,-19496,-18366,7026,-3675,1775063792.1376
1775063793.338033,7230.0,86,-958,-18593,-19733,12310,-3179,1775063792.1476002
1775063793.338033,7230.0,168,-361,-17818,-17372,15589,-1809,1775063792.1576002
1775063793.33953,7430.0,665,-446,-19103,-12168,16655,-9,1775063792.1676002
1775063793.33953,7430.0,796,-398,-18708,-6764,19067,361,1775063792.1776001
1775063793.33953,7430.0,865,-752,-16601,-7998,21383,-1910,1775063792.1876001
1775063793.33953,7430.0,776,-959,-14412,-9088,20867,-2245,1775063792.1976004
1775063793.33953,7430.0,928,-837,-12979,-8698,17496,-416,1775063792.2076004
1775063793.33953,7430.0,1795,-776,-14630,-7033,13481,1111,1775063792.2176003
1775063793.33953,7430.0,2239,-1310,-15280,-4692,11919,1259,1775063792.2276003
1775063793.33953,7430.0,2329,-1529,-14034,-5416,13249,-1472,1775063792.2376003
1775063793.33953,7430.0,2074,-711,-12923,-6183,12808,-3847,1775063792.2476006
1775063793.33953,7430.0,2295,35,-12401,-5805,9592,-4153,1775063792.2576005
1775063793.33953,7430.0,2175,-350,-11666,-2920,7352,-4946,1775063792.2676005
1775063793.33953,7430.0,2128,248,-10973,-2066,742,-1030,1775063792.2776005
1775063793.33953,7430.0,2064,106,-9259,-3143,-2669,-2146,1775063792.2876005
1775063793.33953,7430.0,1379,1137,-6484,-1245,-8699,-1555,1775063792.2976007
1775063793.33953,7430.0,507,1474,-2424,2939,-17655,-2498,1775063792.3076007
1775063793.33953,7430.0,-1344,466,2872,1180,-29505,-2144,1775063792.3176007
1775063793.33953,7430.0,-3546,2276,9992,2938,-32767,5575,1775063792.3276007
1775063793.33953,7430.0,-9186,10304,17374,-16363,-32754,2070,1775063792.3376007
1775063793.33953,7430.0,-8975,9948,4875,-18850,-32766,4989,1775063792.347601
1775063793.33953,7430.0,-4136,-2895,-18744,-2481,-32152,7598,1775063792.357601
1775063793.340248,7630.0,-18902,-8609,-5866,17219,-1371,-32767,1775063792.367601
1775063793.340248,7630.0,-6505,-11794,-10515,-20991,21437,-1887,1775063792.377601
1775063793.340248,7630.0,-6436,8195,-15379,5833,-2231,28200,1775063792.387601
1775063793.340248,7630.0,-4979,3393,-16637,51,-2725,4341,1775063792.3976011
1775063793.340248,7630.0,-7066,393,-21595,-5019,-8200,27083,1775063792.407601
1775063793.340248,7630.0,271,6637,-25569,-29522,3314,28459,1775063792.417601
1775063793.340248,7630.0,277,6210,-28985,-21952,5610,10826,1775063792.427601
1775063793.340248,7630.0,-4139,6654,-22520,-12242,30918,4372,1775063792.437601
1775063793.340248,7630.0,-4053,3704,-21054,5317,32767,13363,1775063792.4476013
1775063793.340248,7630.0,-2750,2663,-22824,13111,32767,12986,1775063792.4576013
1775063793.340248,7630.0,-4879,3424,-15861,11240,32766,6395,1775063792.4676013
1775063793.340248,7630.0,-3952,2296,-11634,8787,32767,7918,1775063792.4776013
1775063793.340248,7630.0,-1182,1528,-12722,6864,32221,8141,1775063792.4876013
1775063793.340248,7630.0,194,1960,-12737,-2840,30124,1760,1775063792.4976015
1775063793.340248,7630.0,2354,-652,-14101,-9094,27819,-3346,1775063792.5076015
1775063793.340248,7630.0,3352,-2844,-13824,-17165,28524,-8712,1775063792.5176015
1775063793.340248,7630.0,4113,-2797,-15387,-24422,28034,-14880,1775063792.5276015
1775063793.340248,7630.0,4182,-2131,-16400,-29731,28585,-18659,1775063792.5376015
1775063793.340248,7630.0,3241,-232,-14389,-32767,28762,-22759,1775063792.5476017
1775063793.340248,7630.0,3267,709,-14507,-32745,27141,-23189,1775063792.5576017
1775063793.341025,7830.0,3470,870,-14663,-29285,25218,-19743,1775063792.5676017
1775063793.341025,7830.0,3624,552,-13476,-27766,24397,-18318,1775063792.5776017
1775063793.341025,7830.0,3626,1095,-11916,-25371,23027,-14814,1775063792.587602
1775063793.341025,7830.0,3560,1110,-10783,-15180,19167,-4232,1775063792.597602
1775063793.341025,7830.0,3440,1658,-10113,-4791,14976,5024,1775063792.607602
1775063793.341025,7830.0,2850,3037,-8610,-4516,11509,5152,1775063792.6176019
1775063793.341025,7830.0,2386,4339,-6886,-5427,7494,2006,1775063792.6276019
1775063793.341025,7830.0,1895,5006,-4733,-1213,201,158,1775063792.637602
1775063793.341025,7830.0,2452,3555,-3142,2925,-8133,-902,1775063792.647602
1775063793.341025,7830.0,1971,2348,-74,7043,-17401,-3280,1775063792.657602
1775063793.341025,7830.0,1979,1503,-454,17774,-29876,-4411,1775063792.667602
1775063793.341025,7830.0,1565,411,158,31520,-32767,-1832,1775063792.677602
1775063793.341025,7830.0,738,-3641,3547,32767,-32753,-1454,1775063792.6876023
1775063793.341025,7830.0,-1096,-5841,4094,32746,-32766,4912,1775063792.6976023
1775063793.341025,7830.0,-5396,-1934,4645,32767,-32767,6356,1775063792.7076023
1775063793.341025,7830.0,-8820,158,445,32526,-32767,-4585,1775063792.7176023
1775063793.341025,7830.0,-11966,6828,-11508,8962,-32767,-13431,1775063792.7276022
1775063793.341025,7830.0,2056,2884,-17565,17932,-23586,-22716,1775063792.7376025
1775063793.341025,7830.0,-15102,-12637,443,3962,701,-12540,1775063792.7476025
1775063793.341025,7830.0,-9995,14890,-20339,11524,25621,32767,1775063792.7576025
1775063793.341609,8030.0,-5353,6256,-13658,30266,32445,26168,1775063792.7676024
1775063793.341609,8030.0,-2450,-1908,-8251,8006,5392,16803,1775063792.7776024
1775063793.341609,8030.0,1929,7029,-27498,-21278,-16632,29377,1775063792.7876027
1775063793.341609,8030.0,6597,-7884,-32767,13310,23533,18842,1775063792.7976027
1775063793.341609,8030.0,-206,-8786,-22548,32641,32767,10629,1775063792.8076026
1775063793.341609,8030.0,-3264,-2723,-9835,32456,32693,2159,1775063792.8176026
1775063793.341609,8030.0,-4229,2559,-10663,23502,32760,1334,1775063792.8276026
1775063793.341609,8030.0,-3798,4509,-14000,6284,31872,378,1775063792.8376029
1775063793.341609,8030.0,-2953,3506,-13209,-12423,30961,-1511,1775063792.8476028
1775063793.341609,8030.0,-1532,1914,-12800,-26809,28980,-3611,1775063792.8576028
1775063793.341609,8030.0,-152,256,-14654,-32767,28358,-6034,1775063792.8676028
1775063793.341609,8030.0,1822,-1464,-19938,-32767,31632,-6039,1775063792.8776028
1775063793.341609,8030.0,1915,-1076,-19019,-32761,32767,-9813,1775063792.887603
1775063793.341609,8030.0,720,-1160,-11350,-32767,32762,-14360,1775063792.897603
1775063793.341609,8030.0,662,-1232,-5509,-32692,32767,-8314,1775063792.907603
1775063793.341609,8030.0,1817,-1769,-3160,-20220,27272,6426,1775063792.917603
1775063793.341609,8030.0,4629,-3201,-4679,-488,15528,17701,1775063792.927603
