Time Stamp,First Sample Time,Accel-x,Accel-y,Accel-z,Gyro-x,Gyro-y,Gyro-z
1774980578.691093,2670.0,-1912,578,-16276,32514,-32768,-32768
1774980578.691093,2670.0,-1878,556,-16238,32514,-32768,-32768
1774980578.691093,2670.0,-1880,533,-16229,32514,-32768,-32768
1774980578.691093,2670.0,-1889,557,-16244,14,-54,-12
1774980578.691093,2670.0,-1880,508,-16249,38,-16,-4
1774980578.691093,2670.0,-1947,524,-16216,10,-28,-16
1774980578.691093,2670.0,-1893,512,-16216,-6,-39,9
1774980578.691093,2670.0,-1918,486,-16254,12,38,-16
1774980578.691093,2670.0,-1908,481,-16243,9,24,3
1774980578.691093,2670.0,-1873,434,-16232,15,25,-9
1774980578.691093,2670.0,-1911,449,-16263,13,46,2
1774980578.691093,2670.0,-1923,457,-16255,0,56,-9
1774980578.691093,2670.0,-1884,464,-16273,16,36,26
1774980578.691093,2670.0,-1916,487,-16255,-7,-15,3
1774980578.691093,2670.0,-1898,502,-16233,27,-27,-8
1774980578.691093,2670.0,-1917,513,-16261,18,-16,-16
1774980578.691093,2670.0,-1894,536,-16292,1,-28,-14
1774980578.691093,2670.0,-1896,546,-16228,18,-36,-8
1774980578.691093,2670.0,-1917,568,-16220,7,-19,-21
1774980578.691093,2670.0,-1932,552,-16232,3,16,-1
1774980578.692567,2870.0,-1916,553,-16211,25,27,-16
1774980578.692567,2870.0,-1923,563,-16235,22,27,-3
1774980578.692567,2870.0,-1881,562,-16245,6,52,-4
1774980578.692567,2870.0,-1889,532,-16260,21,49,-2
1774980578.692567,2870.0,-1878,549,-16272,0,48,-6
1774980578.692567,2870.0,-1872,501,-16280,4,21,-2
1774980578.692567,2870.0,-1878,486,-16268,2,6,9
1774980578.692567,2870.0,-1868,477,-16237,28,11,-7
1774980578.692567,2870.0,-1872,481,-16267,16,-19,17
1774980578.692567,2870.0,-1887,482,-16245,-6,-25,-12
1774980578.692567,2870.0,-1881,471,-16252,13,-7,-6
1774980578.692567,2870.0,-1891,447,-16255,17,-13,-5
1774980578.692567,2870.0,-1909,453,-16242,23,9,-3
1774980578.692567,2870.0,-1914,478,-16233,7,38,12
1774980578.692567,2870.0,-1886,477,-16237,7,21,-11
1774980578.692567,2870.0,-1898,492,-16268,-3,36,4
1774980578.692567,2870.0,-1915,481,-16221,3,17,-3
1774980578.692567,2870.0,-1912,507,-16256,0,21,-23
1774980578.692567,2870.0,-1926,543,-16240,11,18,-5
1774980578.692567,2870.0,-1882,563,-16247,14,11,15
1774980578.693061,3070.0,-1913,564,-16266,-6,-1,-9
1774980578.693061,3070.0,-1917,563,-16269,-5,-3,-18
1774980578.693061,3070.0,-1909,555,-16237,31,8,-1
1774980578.693061,3070.0,-1909,560,-16198,18,-13,-8
1774980578.693061,3070.0,-1923,519,-16233,26,-13,-3
1774980578.693061,3070.0,-1887,530,-16244,27,16,-12
1774980578.693061,3070.0,-1884,535,-16248,7,7,-14
1774980578.693061,3070.0,-1897,505,-16213,17,38,-18
1774980578.693061,3070.0,-1914,463,-16241,8,26,-10
1774980578.693061,3070.0,-1879,460,-16268,25,17,19
1774980578.693061,3070.0,-1873,463,-16266,10,20,10
1774980578.693061,3070.0,-1897,471,-16264,-1,14,-7
1774980578.693061,3070.0,-1919,449,-16248,12,0,-10
1774980578.693061,3070.0,-1909,461,-16234,5,-12,-6
1774980578.693061,3070.0,-1895,456,-16237,18,-20,-1
1774980578.693061,3070.0,-1923,468,-16274,-6,1,-6
1774980578.693061,3070.0,-1914,483,-16228,0,-24,-16
1774980578.693061,3070.0,-1922,516,-16219,-7,-11,-4
1774980578.693061,3070.0,-1892,515,-16230,16,17,-11
1774980578.693061,3070.0,-1904,537,-16258,-3,27,8
1774980578.6936069,3270.0,-1887,559,-16235,1,41,-15
1774980578.6936069,3270.0,-1900,559,-16243,0,38,-31
1774980578.6936069,3270.0,-1880,549,-16243,10,17,-14
1774980578.6936069,3270.0,-1869,544,-16238,-2,22,-17
1774980578.6936069,3270.0,-1890,556,-16276,-11,15,-6
1774980578.6936069,3270.0,-1883,514,-16270,-4,18,6
1774980578.6936069,3270.0,-1888,525,-16255,1,-18,-1
1774980578.6936069,3270.0,-1867,488,-16231,15,-27,-5
1774980578.6936069,3270.0,-1875,476,-16245,14,3,-11
1774980578.6936069,3270.0,-1896,461,-16220,6,-12,24
1774980578.6936069,3270.0,-1904,466,-16242,-13,-10,4
1774980578.6936069,3270.0,-1906,453,-16265,12,28,-1
1774980578.6936069,3270.0,-1897,459,-16258,5,6,3
1774980578.6936069,3270.0,-1933,439,-16220,18,10,5
1774980578.6936069,3270.0,-1913,466,-16206,9,6,-1
1774980578.6936069,3270.0,-1920,475,-16230,2,31,-4
1774980578.6936069,3270.0,-1919,462,-16274,8,53,-18
1774980578.6936069,3270.0,-1919,503,-16254,-7,-4,-10
1774980578.6936069,3270.0,-1934,522,-16240,9,14,11
1774980578.6936069,3270.0,-1920,528,-16216,5,-2,-8
1774980578.697479,3470.0,-1909,533,-16247,21,15,-21
1774980578.697479,3470.0,-1923,565,-16253,17,-14,3
1774980578.697479,3470.0,-1907,558,-16222,0,-21,2
1774980578.697479,3470.0,-1904,550,-16222,21,12,-6
1774980578.697479,3470.0,-1916,558,-16262,17,30,2
1774980578.697479,3470.0,-1885,552,-16275,18,27,0
1774980578.697479,3470.0,-1896,535,-16245,17,32,-4
1774980578.697479,3470.0,-1886,509,-16241,8,19,-1
1774980578.697479,3470.0,-1872,508,-16238,19,41,1
1774980578.697479,3470.0,-1883,487,-16244,6,4,-1
1774980578.697479,3470.0,-1879,470,-16216,18,-19,-12
1774980578.697479,3470.0,-1881,470,-16232,12,26,-15
1774980578.697479,3470.0,-1892,475,-16239,14,-1,8
1774980578.697479,3470.0,-1886,474,-16264,25,3,-6
1774980578.697479,3470.0,-1900,456,-16261,-3,-10,9
1774980578.697479,3470.0,-1899,467,-16222,4,34,4
1774980578.697479,3470.0,-1902,479,-16238,0,25,-1
1774980578.697479,3470.0,-1919,479,-16269,20,24,-14
1774980578.697479,3470.0,-1893,514,-16213,34,23,-9
1774980578.697479,3470.0,-1905,521,-16228,5,3,-5
1774980578.706574,3670.0,-1912,530,-16245,3,32,-3
1774980578.706574,3670.0,-1898,550,-16252,21,17,5
1774980578.706574,3670.0,-1905,548,-16238,-7,-4,-2
1774980578.706574,3670.0,-1929,555,-16234,14,1,-13
1774980578.706574,3670.0,-1928,562,-16265,18,33,-3
1774980578.706574,3670.0,-1930,535,-16211,-2,7,-12
1774980578.706574,3670.0,-1908,537,-16227,25,0,-18
1774980578.706574,3670.0,-1929,515,-16217,20,26,-9
1774980578.706574,3670.0,-1887,510,-16228,20,27,11
1774980578.706574,3670.0,-1879,483,-16223,13,15,-24
1774980578.706574,3670.0,-1906,493,-16258,2,33,-7
1774980578.706574,3670.0,-1878,489,-16246,9,30,12
1774980578.706574,3670.0,-1884,483,-16257,17,20,2
1774980578.706574,3670.0,-1898,489,-16225,14,21,18
1774980578.706574,3670.0,-1873,461,-16270,14,6,0
1774980578.706574,3670.0,-1884,474,-16240,3,1,5
1774980578.706574,3670.0,-1898,482,-16206,20,-11,-15
1774980578.706574,3670.0,-1895,519,-16239,-1,-22,-9
1774980578.706574,3670.0,-1903,529,-16258,23,-17,-2
1774980578.706574,3670.0,-1906,540,-16238,4,-18,-12
1774980578.7076108,3870.0,-1918,509,-16219,-3,-7,-10
1774980578.7076108,3870.0,-1923,511,-16243,9,24,2
1774980578.7076108,3870.0,-1936,523,-16262,5,30,9
1774980578.7076108,3870.0,-1888,560,-16241,6,33,-2
1774980578.7076108,3870.0,-1919,531,-16223,12,14,-3
1774980578.7076108,3870.0,-1885,540,-16241,19,38,6
1774980578.7076108,3870.0,-1903,533,-16279,8,16,-6
1774980578.7076108,3870.0,-1899,549,-16251,2,24,25
1774980578.7076108,3870.0,-1889,520,-16249,4,8,2
1774980578.7076108,3870.0,-1889,477,-16267,3,-5,-7
1774980578.7076108,3870.0,-1911,502,-16240,12,8,9
1774980578.7076108,3870.0,-1909,498,-16247,19,-16,-25
1774980578.7076108,3870.0,-1906,493,-16242,7,-15,-18
1774980578.7076108,3870.0,-1885,456,-16264,12,-6,-28
1774980578.7076108,3870.0,-1923,456,-16252,4,13,-5
1774980578.7076108,3870.0,-1904,494,-16244,26,26,-10
1774980578.7076108,3870.0,-1927,492,-16247,23,16,-6
1774980578.7076108,3870.0,-1913,481,-16237,10,20,-15
1774980578.7076108,3870.0,-1920,469,-16244,16,20,-7
1774980578.7076108,3870.0,-1936,525,-16243,3,14,-3
1774980580.0863721,4070.0,-1918,496,-16240,-4,-4,-3
1774980580.0863721,4070.0,-1912,519,-16231,4,1,-12
1774980580.0863721,4070.0,-1905,544,-16224,17,11,-4
1774980580.0863721,4070.0,-1888,528,-16238,11,12,13
1774980580.0863721,4070.0,-1875,533,-16235,3,-5,2
1774980580.0863721,4070.0,-1889,531,-16249,14,23,17
1774980580.0863721,4070.0,-1862,538,-16246,5,25,13
1774980580.0863721,4070.0,-1873,513,-16227,15,35,7
1774980580.0863721,4070.0,-1878,529,-16266,29,35,-18
1774980580.0863721,4070.0,-1868,505,-16278,5,-1,-16
1774980580.0863721,4070.0,-1849,519,-16284,19,-8,9
1774980580.0863721,4070.0,-1908,505,-16253,-2,-2,15
1774980580.0863721,4070.0,-1904,495,-16245,21,7,-14
1774980580.0863721,4070.0,-1899,468,-16258,2,-2,1
1774980580.0863721,4070.0,-1929,460,-16238,5,-3,13
1774980580.0863721,4070.0,-1938,471,-16219,10,9,18
1774980580.0863721,4070.0,-1957,483,-16236,29,0,-8
1774980580.0863721,4070.0,-1940,469,-16212,11,2,13
1774980580.0863721,4070.0,-1937,479,-16207,2,16,-7
1774980580.0863721,4070.0,-1960,519,-16253,5,36,-2
1774980580.087484,4270.0,-1939,523,-16241,-14,34,-12
1774980580.087484,4270.0,-1933,536,-16241,-1,22,-26
1774980580.087484,4270.0,-1948,544,-16236,4,12,-3
1774980580.087484,4270.0,-1909,549,-16247,14,24,19
1774980580.087484,4270.0,-1926,522,-16276,-4,28,-11
1774980580.087484,4270.0,-1929,529,-16220,12,20,-12
1774980580.087484,4270.0,-1910,542,-16194,6,11,-15
1774980580.087484,4270.0,-1897,528,-16235,5,3,10
1774980580.087484,4270.0,-1870,520,-16259,-3,29,1
1774980580.087484,4270.0,-1858,505,-16225,11,27,-7
1774980580.087484,4270.0,-1850,519,-16226,14,32,-12
1774980580.087484,4270.0,-1874,500,-16282,5,29,-11
1774980580.087484,4270.0,-1836,489,-16259,21,22,2
1774980580.087484,4270.0,-1843,484,-16249,8,10,10
1774980580.087484,4270.0,-1838,473,-16237,-1,9,-7
1774980580.087484,4270.0,-1857,482,-16274,8,17,2
1774980580.087484,4270.0,-1857,489,-16249,-18,7,-19
1774980580.087484,4270.0,-1869,475,-16271,-6,-10,2
1774980580.087484,4270.0,-1922,504,-16241,-11,-11,9
1774980580.087484,4270.0,-1908,496,-16217,-3,-18,10
1774980580.0878878,4470.0,-1923,509,-16242,3,-12,0
1774980580.0878878,4470.0,-1934,504,-16238,-1,-13,-12
1774980580.0878878,4470.0,-1925,508,-16273,4,-23,-2
1774980580.0878878,4470.0,-1935,523,-16241,3,7,-12
1774980580.0878878,4470.0,-1937,560,-16231,0,21,13
1774980580.0878878,4470.0,-1949,549,-16237,-1,9,6
1774980580.0878878,4470.0,-1947,530,-16243,-9,14,-3
1774980580.0878878,4470.0,-1939,541,-16219,22,20,-9
1774980580.0878878,4470.0,-1963,519,-16220,12,2,1
1774980580.0878878,4470.0,-1912,513,-16216,12,33,-7
1774980580.0878878,4470.0,-1915,524,-16273,-2,32,6
1774980580.0878878,4470.0,-1914,518,-16263,0,20,11
1774980580.0878878,4470.0,-1876,483,-16251,30,-2,-15
1774980580.0878878,4470.0,-1888,471,-16246,8,19,6
1774980580.0878878,4470.0,-1872,504,-16262,6,25,-25
1774980580.0878878,4470.0,-1870,471,-16271,21,14,-9
1774980580.0878878,4470.0,-1885,477,-16251,25,18,2
1774980580.0878878,4470.0,-1862,465,-16230,-7,6,-12
1774980580.0878878,4470.0,-1859,474,-16250,14,-1,-12
1774980580.0878878,4470.0,-1878,479,-16248,21,14,-27
1774980580.090095,4670.0,-1896,515,-16239,2,12,-23
1774980580.090095,4670.0,-1887,506,-16220,26,-12,4
1774980580.090095,4670.0,-1904,512,-16221,13,-15,-7
1774980580.090095,4670.0,-1908,537,-16217,12,8,4
1774980580.090095,4670.0,-1924,553,-16262,0,-10,1
1774980580.090095,4670.0,-1906,539,-16214,-8,-3,1
1774980580.090095,4670.0,-1951,550,-16246,3,7,14
1774980580.090095,4670.0,-1939,526,-16244,5,4,3
1774980580.090095,4670.0,-1922,535,-16210,10,-1,-4
1774980580.090095,4670.0,-1938,526,-16221,0,22,-17
1774980580.090095,4670.0,-1934,543,-16247,4,19,-13
1774980580.090095,4670.0,-1950,495,-16232,-4,39,-16
1774980580.090095,4670.0,-1914,494,-16216,10,42,-8
1774980580.090095,4670.0,-1915,486,-16231,16,21,-10
1774980580.090095,4670.0,-1939,466,-16239,11,14,-3
1774980580.090095,4670.0,-1890,482,-16234,27,19,-12
1774980580.090095,4670.0,-1897,487,-16261,17,4,-7
1774980580.090095,4670.0,-1878,508,-16259,17,29,-18
1774980580.090095,4670.0,-1867,477,-16247,-8,1,-5
1774980580.090095,4670.0,-1837,488,-16241,-5,18,-19
1774980580.0905569,4870.0,-1866,495,-16236,11,6,-8
1774980580.0905569,4870.0,-1848,487,-16252,3,-20,-26
1774980580.0905569,4870.0,-1856,513,-16252,18,22,14
1774980580.0905569,4870.0,-1860,534,-16262,2,24,-16
1774980580.0905569,4870.0,-1883,494,-16246,5,-1,-1
1774980580.0905569,4870.0,-1858,541,-16237,16,10,24
1774980580.0905569,4870.0,-1904,534,-16239,7,11,13
1774980580.0905569,4870.0,-1894,535,-16243,27,-12,-12
1774980580.0905569,4870.0,-1924,539,-16260,-6,-9,-2
1774980580.0905569,4870.0,-1916,520,-16227,14,-12,-6
1774980580.0905569,4870.0,-1922,522,-16220,32,10,3
1774980580.0905569,4870.0,-1933,519,-16256,8,-27,6
1774980580.0905569,4870.0,-1945,510,-16241,18,12,6
1774980580.0905569,4870.0,-1957,503,-16242,9,12,4
1774980580.0905569,4870.0,-1944,519,-16229,2,-1,-4
1774980580.0905569,4870.0,-1942,511,-16259,13,29,1
1774980580.0905569,4870.0,-1917,488,-16252,5,16,-3
1774980580.0905569,4870.0,-1903,479,-16246,10,25,-23
1774980580.0905569,4870.0,-1910,501,-16239,6,25,-8
1774980580.0905569,4870.0,-1912,490,-16258,13,14,-11
1774980580.101977,5070.0,-1920,490,-16285,-3,35,-16
1774980580.101977,5070.0,-1899,511,-16247,-8,-17,2
1774980580.101977,5070.0,-1870,501,-16235,19,39,-6
1774980580.101977,5070.0,-1868,512,-16232,4,7,6
1774980580.101977,5070.0,-1876,492,-16233,10,21,-15
1774980580.101977,5070.0,-1843,524,-16196,20,42,-10
1774980580.101977,5070.0,-1870,514,-16229,27,15,-9
1774980580.101977,5070.0,-1865,513,-16235,14,5,-3
1774980580.101977,5070.0,-1864,515,-16227,17,11,-9
1774980580.101977,5070.0,-1861,516,-16227,17,5,-1
1774980580.101977,5070.0,-1887,503,-16253,19,22,-9
1774980580.101977,5070.0,-1873,534,-16246,6,4,1
1774980580.101977,5070.0,-1918,515,-16233,12,-8,6
1774980580.101977,5070.0,-1935,495,-16236,-8,12,9
1774980580.101977,5070.0,-1914,512,-16218,2,-20,-8
1774980580.101977,5070.0,-1929,523,-16258,21,4,12
1774980580.101977,5070.0,-1930,487,-16230,10,-8,-3
1774980580.101977,5070.0,-1926,487,-16259,11,10,2
1774980580.101977,5070.0,-1962,499,-16223,12,21,-15
1774980580.101977,5070.0,-1929,486,-16226,27,19,-18
1774980580.1028879,5270.0,-1919,480,-16247,2,19,-13
1774980580.1028879,5270.0,-1918,480,-16257,11,12,4
1774980580.1028879,5270.0,-1893,512,-16232,20,38,-11
1774980580.1028879,5270.0,-1915,492,-16245,13,9,-19
1774980580.1028879,5270.0,-1889,507,-16243,-5,14,-14
1774980580.1028879,5270.0,-1888,499,-16241,20,21,-19
1774980580.1028879,5270.0,-1884,534,-16237,-9,4,11
1774980580.1028879,5270.0,-1862,513,-16215,10,18,13
1774980580.1028879,5270.0,-1854,538,-16240,26,19,0
1774980580.1028879,5270.0,-1870,503,-16264,10,-1,-4
1774980580.1028879,5270.0,-1865,526,-16240,27,16,8
1774980580.1028879,5270.0,-1882,499,-16222,3,-29,-1
1774980580.1028879,5270.0,-1886,512,-16241,18,-19,0
1774980580.1028879,5270.0,-1919,514,-16248,20,7,-1
1774980580.1028879,5270.0,-1896,489,-16239,18,2,8
1774980580.1028879,5270.0,-1910,496,-16257,11,-13,-4
1774980580.1028879,5270.0,-1925,495,-16250,17,-11,18
1774980580.1028879,5270.0,-1931,506,-16238,15,-4,-3
1774980580.1028879,5270.0,-1911,497,-16218,0,6,-12
1774980580.1028879,5270.0,-1925,495,-16221,16,-17,-4
1774980581.480072,5470.0,-1918,486,-16219,11,14,4
1774980581.480072,5470.0,-1916,498,-16227,-3,31,17
1774980581.480072,5470.0,-1920,485,-16244,19,21,-17
1774980581.480072,5470.0,-1924,527,-16259,11,18,-8
1774980581.480072,5470.0,-1901,508,-16256,-3,-2,-5
1774980581.480072,5470.0,-1909,508,-16216,-2,25,-16
1774980581.480072,5470.0,-1895,507,-16239,5,17,-14
1774980581.480072,5470.0,-1897,527,-16221,11,-4,-13
1774980581.480072,5470.0,-1916,509,-16223,25,2,3
1774980581.480072,5470.0,-1891,519,-16224,4,6,-4
1774980581.480072,5470.0,-1911,512,-16224,7,6,-32
1774980581.480072,5470.0,-1893,521,-16256,11,-12,-12
1774980581.480072,5470.0,-1885,491,-16238,6,25,0
1774980581.480072,5470.0,-1896,537,-16231,11,-6,3
1774980581.480072,5470.0,-1877,491,-16233,10,-14,7
1774980581.480072,5470.0,-1896,497,-16244,0,35,-3
1774980581.480072,5470.0,-1903,505,-16239,3,9,-12
1774980581.480072,5470.0,-1897,493,-16237,1,6,-7
1774980581.480072,5470.0,-1891,479,-16220,13,17,-16
1774980581.480072,5470.0,-1912,497,-16237,1,6,4
1774980581.481014,5670.0,-1921,479,-16209,13,-4,-2
1774980581.481014,5670.0,-1898,501,-16243,1,6,9
1774980581.481014,5670.0,-1909,509,-16246,4,7,-17
1774980581.481014,5670.0,-1901,491,-16222,-4,16,-2
1774980581.481014,5670.0,-1903,516,-16251,14,5,-8
1774980581.481014,5670.0,-1905,526,-16234,-1,10,-5
1774980581.481014,5670.0,-1901,517,-16245,9,13,-9
1774980581.481014,5670.0,-1899,508,-16240,22,42,-10
1774980581.481014,5670.0,-1892,526,-16220,11,2,8
1774980581.481014,5670.0,-1870,510,-16212,27,28,-17
1774980581.481014,5670.0,-1909,545,-16271,-2,26,1
1774980581.481014,5670.0,-1891,509,-16249,-4,2,7
1774980581.481014,5670.0,-1908,499,-16224,1,10,-9
1774980581.481014,5670.0,-1916,524,-16256,10,-3,30
1774980581.481014,5670.0,-1896,493,-16229,23,14,-6
1774980581.481014,5670.0,-1895,510,-16253,8,12,-21
1774980581.481014,5670.0,-1861,480,-16227,2,0,-15
1774980581.481014,5670.0,-1897,501,-16208,10,15,7
1774980581.481014,5670.0,-1894,489,-16252,13,11,15
1774980581.481014,5670.0,-1883,495,-16229,17,20,12
1774980581.481865,5870.0,-1894,498,-16231,6,22,-14
1774980581.481865,5870.0,-1894,472,-16252,-3,-5,-6
1774980581.481865,5870.0,-1935,488,-16218,23,22,-2
1774980581.481865,5870.0,-1902,487,-16267,5,11,-1
1774980581.481865,5870.0,-1884,490,-16240,6,6,3
1774980581.481865,5870.0,-1924,523,-16251,12,1,-8
1774980581.481865,5870.0,-1904,527,-16248,-7,-6,-12
1774980581.481865,5870.0,-1926,528,-16226,9,3,-13
1774980581.481865,5870.0,-1900,513,-16222,4,-11,9
1774980581.481865,5870.0,-1901,507,-16251,1,5,17
1774980581.481865,5870.0,-1930,531,-16231,2,12,-4
1774980581.481865,5870.0,-1911,511,-16246,-5,31,-3
1774980581.481865,5870.0,-1916,528,-16229,18,-10,3
1774980581.481865,5870.0,-2310,825,-16233,326,427,-29
1774980581.481865,5870.0,507,2365,-16106,266,552,-797
1774980581.481865,5870.0,1417,2074,-16819,-2682,-2480,-10564
1774980581.481865,5870.0,-2048,-1387,-16290,-2035,1831,-25656
1774980581.481865,5870.0,-3291,728,-16167,-2455,129,-21362
1774980581.481865,5870.0,-3574,312,-16047,-1654,361,-16121
1774980581.481865,5870.0,-2709,-135,-16147,-1397,86,-12598
1774980581.482825,6070.0,-2968,-362,-16168,-883,143,-8319
1774980581.482825,6070.0,-2891,-137,-16192,-395,87,-4369
1774980581.482825,6070.0,-2551,314,-16231,295,688,-709
1774980581.482825,6070.0,-2557,62,-16206,1093,1847,-385
1774980581.482825,6070.0,-2760,-71,-16115,481,712,-1549
1774980581.482825,6070.0,-286,1527,-16454,322,255,2898
1774980581.482825,6070.0,-840,-1247,-16293,-607,-911,1499
1774980581.482825,6070.0,-1122,-5983,-17920,-13032,-2931,-1339
1774980581.482825,6070.0,-364,-2961,-20076,-22423,-9124,-6837
