Time Stamp,First Sample Time,Accel-x,Accel-y,Accel-z,Gyro-x,Gyro-y,Gyro-z
1775068796.229881,4704230.0,-1634,556,-16377,-17,-45,7
1775068796.229881,4704230.0,-1628,537,-16323,-5,-45,-1
1775068796.229881,4704230.0,-1715,600,-16278,9,-25,3
1775068796.229881,4704230.0,-1765,687,-16318,28,7,12
1775068796.229881,4704230.0,-1785,776,-16253,40,25,-11
1775068796.229881,4704230.0,-1772,808,-16227,39,36,8
1775068796.229881,4704230.0,-1742,831,-16304,55,42,-19
1775068796.229881,4704230.0,-1704,835,-16256,71,41,2
1775068796.229881,4704230.0,-1666,738,-16252,61,64,-20
1775068796.229881,4704230.0,-1656,642,-16277,48,19,0
1775068796.229881,4704230.0,-1643,580,-16261,-2,-5,-19
1775068796.229881,4704230.0,-1673,521,-16379,37,24,-3
1775068796.229881,4704230.0,-1611,479,-16239,16,11,-17
1775068796.229881,4704230.0,-1596,523,-16229,18,34,-3
1775068796.229881,4704230.0,-1614,577,-16280,3,1,2
1775068796.229881,4704230.0,-1620,656,-16304,17,17,3
1775068796.229881,4704230.0,-1660,750,-16357,4,6,7
1775068796.229881,4704230.0,-1732,764,-16239,25,20,6
1775068796.229881,4704230.0,-1770,811,-16185,11,21,-4
1775068796.229881,4704230.0,-1801,801,-16282,19,7,-4
1775068796.230865,4704430.0,-1823,750,-16298,10,-6,9
1775068796.230865,4704430.0,-1782,727,-16289,3,4,6
1775068796.230865,4704430.0,-1717,693,-16261,24,0,0
1775068796.230865,4704430.0,-1623,636,-16204,8,12,4
1775068796.230865,4704430.0,-1562,584,-16269,14,-1,1
1775068796.230865,4704430.0,-1513,572,-16333,12,8,-20
1775068796.230865,4704430.0,-1517,540,-16350,24,21,2
1775068796.230865,4704430.0,-1523,520,-16237,27,-5,3
1775068796.230865,4704430.0,-1585,534,-16206,11,11,-13
1775068796.230865,4704430.0,-1668,605,-16322,34,19,-13
1775068796.230865,4704430.0,-1727,662,-16282,24,8,-15
1775068796.230865,4704430.0,-1741,743,-16218,23,2,-15
1775068796.230865,4704430.0,-1766,772,-16212,28,-7,-3
1775068796.230865,4704430.0,-1759,820,-16327,31,27,-11
1775068796.230865,4704430.0,-1779,824,-16360,8,9,6
1775068796.230865,4704430.0,-1749,824,-16357,-3,21,-11
1775068796.230865,4704430.0,-1711,767,-16175,-6,3,-9
1775068796.230865,4704430.0,-1648,706,-16136,-9,31,-1
1775068796.230865,4704430.0,-1642,604,-16257,19,2,-6
1775068796.230865,4704430.0,-1653,554,-16364,15,-12,1
1775068796.23145,4704630.0,-1629,523,-16308,12,1,-4
1775068796.23145,4704630.0,-1601,466,-16176,42,2,15
1775068796.23145,4704630.0,-1574,504,-16159,2,13,-1
1775068796.23145,4704630.0,-1597,525,-16278,29,15,-6
1775068796.23145,4704630.0,-1660,611,-16386,39,20,-14
1775068796.23145,4704630.0,-1682,696,-16351,29,4,14
1775068796.23145,4704630.0,-1700,767,-16188,39,-4,3
1775068796.23145,4704630.0,-1747,796,-16083,21,22,-16
